pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
2,Office,5,South Atlantic,3,Mixed mild,1100,1,5,32,75.0,50.1773,2990.63
17,Nursing,9,Pacific,4,Warm,12000,1,4,168,,208.2298,1399.59
14,Education,8,Mountain,4,Warm,69000,1,3,60,,22.9409,376.78
25,Retail other than mall,3,East North Central,2,Cool,104000,1,8,126,,122.3655,95.94
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,230000,5,3,168,,211.6586,9.91
25,Retail other than mall,6,East South Central,4,Warm,225000,1,8,168,,91.3644,14.67
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,340000,3,2,50,,28.1594,58.79
14,Education,3,East North Central,2,Cool,255000,4,2,80,,104.0511,45.1
18,Lodging,7,West South Central,7,Withheld for confidentiality,82000,3,8,168,,83.3588,97.52
15,Food service,8,Mountain,2,Cool,3600,1,9,80,,468.6556,691.38
25,Retail other than mall,2,Middle Atlantic,3,Mixed mild,6000,1,3,46,,24.1792,2990.63
18,Lodging,6,East South Central,7,Withheld for confidentiality,162000,5,5,168,,71.1773,8.7
13,Public assembly,5,South Atlantic,4,Warm,40000,3,8,88,,97.7172,470.02
11,Refrigerated warehouse,7,West South Central,4,Warm,126000,2,7,144,,184.3109,31.35
12,Religious worship,6,East South Central,3,Mixed mild,3600,2,2,7,,10.5317,1472.45
2,Office,6,East South Central,4,Warm,3500,1,4,70,100.0,178.4557,1218.03
2,Office,2,Middle Atlantic,2,Cool,124000,3,8,60,100.0,61.9284,117.32
5,Nonrefrigerated warehouse,6,East South Central,3,Mixed mild,200000,1,6,50,,2.9541,27.17
2,Office,7,West South Central,4,Warm,1150,1,3,50,100.0,92.8704,2990.63
25,Retail other than mall,5,South Atlantic,3,Mixed mild,122000,2,8,168,,101.8459,213.58
26,Service,2,Middle Atlantic,3,Mixed mild,1600,2,8,60,,151.835,2934.43
4,Laboratory,2,Middle Atlantic,3,Mixed mild,126000,8,2,168,,148.7198,5.98
13,Public assembly,1,New England,1,Cold or very cold,10000,1,7,80,,190.0199,1195.68
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,4500,1,8,168,,4.9904,3195.83
14,Education,2,Middle Atlantic,2,Cool,220000,3,4,100,,154.1,8.84
13,Public assembly,2,Middle Atlantic,3,Mixed mild,10000,3,2,35,,135.1307,1118.9
18,Lodging,4,West North Central,1,Cold or very cold,310000,4,7,168,,65.9993,8.84
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,600000,12,5,88,,84.0465,6.63
14,Education,9,Pacific,2,Cool,96000,2,8,40,,50.5504,63.31
7,Public order and safety,7,West South Central,7,Withheld for confidentiality,800000,18,7,45,,35.5183,6.63
2,Office,5,South Atlantic,3,Mixed mild,70000,9,6,100,70.0,80.8409,246.59
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,174000,18,8,168,,73.737,51.1
23,Strip shopping center,7,West South Central,4,Warm,150000,2,4,59,61.0,82.9243,175.02
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,245000,2,5,55,,14.8708,249.3
17,Nursing,5,South Atlantic,4,Warm,142000,3,9,168,,119.3255,99.04
2,Office,7,West South Central,4,Warm,54000,3,5,108,80.0,81.107,1413.09
23,Strip shopping center,3,East North Central,1,Cold or very cold,225000,3,8,46,100.0,116.7731,117.7
17,Nursing,4,West North Central,1,Cold or very cold,120000,4,7,168,,142.5405,50.03
4,Laboratory,3,East North Central,2,Cool,215000,7,8,168,,281.6682,12.76
2,Office,5,South Atlantic,5,Hot or very hot,270000,12,8,60,95.0,31.1548,14.9
14,Education,3,East North Central,7,Withheld for confidentiality,285000,12,7,88,,60.4416,9.11
25,Retail other than mall,8,Mountain,4,Warm,2400,1,9,100,,38.1017,2528.63
25,Retail other than mall,4,West North Central,1,Cold or very cold,10000,1,5,39,,57.3553,1489.41
7,Public order and safety,3,East North Central,2,Cool,3000,1,6,168,,78.8307,678.39
5,Nonrefrigerated warehouse,9,Pacific,2,Cool,13250,2,5,40,,46.3654,1531.55
23,Strip shopping center,3,East North Central,2,Cool,31000,1,8,55,84.0,151.6464,841.34
25,Retail other than mall,4,West North Central,1,Cold or very cold,3200,1,5,60,,26.9656,2990.63
8,Outpatient health care,5,South Atlantic,3,Mixed mild,12000,1,7,50,100.0,51.3304,690.18
2,Office,9,Pacific,4,Warm,490000,8,6,55,96.0,31.9958,15.06
14,Education,9,Pacific,7,Withheld for confidentiality,210000,2,8,45,,24.0066,48.31
15,Food service,6,East South Central,4,Warm,2500,1,7,168,,727.2988,1218.03
26,Service,2,Middle Atlantic,2,Cool,11000,1,4,60,,42.8716,3420.76
2,Office,2,Middle Atlantic,2,Cool,3500,3,2,40,100.0,80.2049,1195.14
2,Office,2,Middle Atlantic,3,Mixed mild,3750,2,7,45,100.0,49.3035,3780.32
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,3800,1,9,105,100.0,149.0818,1930.83
2,Office,2,Middle Atlantic,7,Withheld for confidentiality,1500000,18,4,65,90.0,77.2202,14.9
14,Education,1,New England,2,Cool,83000,3,3,40,,59.2861,97.52
18,Lodging,9,Pacific,7,Withheld for confidentiality,500000,18,6,168,,52.326,51.34
16,Inpatient health care,8,Mountain,7,Withheld for confidentiality,600000,4,6,168,,117.9231,9.91
13,Public assembly,9,Pacific,4,Warm,89000,4,9,95,,56.5526,141.31
15,Food service,5,South Atlantic,4,Warm,5000,1,8,117,,175.542,1218.03
14,Education,3,East North Central,7,Withheld for confidentiality,104000,3,4,84,,100.611,298.79
14,Education,2,Middle Atlantic,3,Mixed mild,172000,4,8,65,,95.3268,44.64
14,Education,2,Middle Atlantic,3,Mixed mild,75000,3,2,55,,80.2007,99.04
14,Education,5,South Atlantic,7,Withheld for confidentiality,52000,1,4,60,,43.5048,467.07
2,Office,3,East North Central,2,Cool,600000,12,6,72,74.0,37.3388,15.06
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,2100000,12,8,168,,65.7966,6.68
14,Education,4,West North Central,1,Cold or very cold,110000,2,8,65,,28.0912,172.9
2,Office,9,Pacific,4,Warm,60000,3,8,168,90.0,75.485,312.77
18,Lodging,9,Pacific,4,Warm,23000,2,6,168,,51.435,495.15
17,Nursing,5,South Atlantic,3,Mixed mild,152000,5,4,168,,70.441,97.52
25,Retail other than mall,4,West North Central,2,Cool,4050,1,8,60,,158.8862,2990.63
12,Religious worship,7,West South Central,4,Warm,20000,2,8,40,,40.7774,1413.09
13,Public assembly,6,East South Central,4,Warm,184000,1,5,84,,117.5747,14.67
13,Public assembly,3,East North Central,2,Cool,3800,1,5,54,,84.435,1531.55
26,Service,2,Middle Atlantic,1,Cold or very cold,4750,1,9,55,,77.5836,2990.63
2,Office,1,New England,2,Cool,320000,4,5,40,100.0,187.0417,14.73
2,Office,5,South Atlantic,4,Warm,3200,2,6,47,100.0,29.8162,1413.09
2,Office,4,West North Central,3,Mixed mild,36500,5,2,50,75.0,45.0181,580.45
2,Office,7,West South Central,5,Hot or very hot,500001,18,5,45,65.0,38.4063,14.9
13,Public assembly,5,South Atlantic,4,Warm,176000,2,8,75,,60.3931,125.04
2,Office,7,West South Central,5,Hot or very hot,82000,6,6,70,80.0,75.2011,14.9
15,Food service,2,Middle Atlantic,2,Cool,2250,2,2,55,,157.7084,1218.03
2,Office,9,Pacific,5,Hot or very hot,3450,1,5,35,100.0,63.6522,3075.23
26,Service,9,Pacific,3,Mixed mild,500001,3,5,168,,100.9974,15.06
2,Office,6,East South Central,3,Mixed mild,22000,4,6,54,100.0,176.325,1601.81
14,Education,5,South Atlantic,4,Warm,35500,1,7,68,,66.7774,431.11
13,Public assembly,3,East North Central,2,Cool,3600,2,5,4,,27.8469,1472.45
5,Nonrefrigerated warehouse,7,West South Central,4,Warm,700000,1,9,168,,71.8591,30.86
2,Office,7,West South Central,5,Hot or very hot,9500,1,5,45,100.0,29.5172,2990.63
26,Service,8,Mountain,2,Cool,17000,1,5,48,,105.1494,3420.76
17,Nursing,5,South Atlantic,4,Warm,53000,1,4,168,,110.8015,460.21
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,72000,1,5,50,,35.7115,247.57
11,Refrigerated warehouse,9,Pacific,4,Warm,245000,2,5,45,,81.7838,70.08
14,Education,8,Mountain,2,Cool,116000,2,5,55,,86.6053,99.38
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,2400,1,5,53,,18.6979,6921.06
26,Service,5,South Atlantic,4,Warm,3000,1,8,54,,49.4233,2990.63
2,Office,2,Middle Atlantic,3,Mixed mild,106000,4,6,60,96.0,89.817,97.44
12,Religious worship,1,New England,2,Cool,2700,1,2,6,,83.4774,2934.43
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,1000000,1,7,168,,29.9243,14.9
2,Office,9,Pacific,4,Warm,9700,1,8,60,100.0,38.6706,1486.89
14,Education,5,South Atlantic,4,Warm,150000,1,3,60,,35.679,288.37
18,Lodging,9,Pacific,4,Warm,102000,5,5,168,,76.8608,51.34
25,Retail other than mall,3,East North Central,2,Cool,64000,2,6,47,,37.484,215.07
2,Office,3,East North Central,2,Cool,61000,3,6,75,80.0,58.5206,1748.0
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,176000,2,9,90,,48.3153,66.03
2,Office,4,West North Central,3,Mixed mild,1150,1,2,45,100.0,27.6704,2990.63
26,Service,9,Pacific,4,Warm,1200,1,4,70,,113.145,3872.84
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,166000,2,4,68,,4.2373,70.08
2,Office,9,Pacific,4,Warm,110000,6,7,65,100.0,92.4068,227.11
14,Education,5,South Atlantic,3,Mixed mild,140000,2,4,60,,69.3172,99.38
25,Retail other than mall,3,East North Central,2,Cool,13500,1,4,62,,87.1644,1531.55
2,Office,9,Pacific,4,Warm,700000,18,6,54,93.0,26.3962,15.06
15,Food service,9,Pacific,2,Cool,3500,1,8,84,,245.4091,1265.79
2,Office,2,Middle Atlantic,2,Cool,166000,12,7,168,80.0,118.5054,14.9
2,Office,5,South Atlantic,4,Warm,13250,1,6,45,100.0,49.8641,21.45
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,6000,1,9,168,,4.826,13927.66
2,Office,4,West North Central,1,Cold or very cold,240000,9,8,56,95.0,60.0132,9.01
13,Public assembly,9,Pacific,4,Warm,192000,6,7,82,,58.3562,8.66
25,Retail other than mall,9,Pacific,4,Warm,7500,1,5,112,,50.0721,15.06
23,Strip shopping center,9,Pacific,4,Warm,10750,1,7,56,100.0,130.931,2009.74
12,Religious worship,4,West North Central,2,Cool,11000,2,5,72,,42.2086,1489.41
7,Public order and safety,7,West South Central,7,Withheld for confidentiality,55000,6,2,40,,102.7146,324.59
14,Education,4,West North Central,1,Cold or very cold,470000,3,8,90,,37.5882,8.84
23,Strip shopping center,5,South Atlantic,4,Warm,75000,1,8,99,100.0,133.1295,395.28
17,Nursing,3,East North Central,2,Cool,150000,4,6,168,,134.4669,45.1
5,Nonrefrigerated warehouse,7,West South Central,3,Mixed mild,270000,1,8,55,,14.1267,31.35
12,Religious worship,5,South Atlantic,4,Warm,7000,2,4,8,,27.8404,21.45
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,140000,1,8,132,,21.1218,237.36
12,Religious worship,8,Mountain,5,Hot or very hot,30000,1,7,49,,31.335,611.8
2,Office,8,Mountain,3,Mixed mild,1800,1,7,48,100.0,60.555,2990.63
25,Retail other than mall,8,Mountain,5,Hot or very hot,6500,1,5,45,,61.5178,1461.43
2,Office,5,South Atlantic,5,Hot or very hot,3250,1,9,54,100.0,42.7523,1218.03
18,Lodging,6,East South Central,7,Withheld for confidentiality,300000,18,5,168,,83.0772,8.7
25,Retail other than mall,1,New England,2,Cool,116000,1,7,96,,136.5506,105.74
2,Office,9,Pacific,4,Warm,3600,1,6,45,100.0,28.9714,3414.19
25,Retail other than mall,5,South Atlantic,5,Hot or very hot,12000,1,5,55,,22.6941,6659.94
2,Office,3,East North Central,1,Cold or very cold,15250,3,2,60,70.0,82.3538,1531.55
2,Office,1,New England,2,Cool,280000,12,2,168,85.0,98.4941,14.73
2,Office,3,East North Central,2,Cool,20500,2,2,55,100.0,47.7684,4375.84
15,Food service,6,East South Central,4,Warm,3500,1,5,60,,379.13,1218.03
13,Public assembly,8,Mountain,5,Hot or very hot,63000,2,8,98,,125.8312,611.8
14,Education,5,South Atlantic,7,Withheld for confidentiality,97000,4,2,168,,231.178,99.04
5,Nonrefrigerated warehouse,8,Mountain,3,Mixed mild,128000,2,5,168,,62.6907,48.85
18,Lodging,7,West South Central,7,Withheld for confidentiality,1700000,18,8,168,,37.2934,14.9
14,Education,3,East North Central,1,Cold or very cold,24500,1,8,40,,73.7807,1399.59
25,Retail other than mall,5,South Atlantic,5,Hot or very hot,41000,2,9,73,,26.8634,310.59
14,Education,3,East North Central,2,Cool,490000,1,3,100,,68.3947,22.49
14,Education,7,West South Central,5,Hot or very hot,250000,2,4,50,,66.7338,44.64
18,Lodging,9,Pacific,7,Withheld for confidentiality,260000,18,3,168,,74.4721,51.34
2,Office,8,Mountain,5,Hot or very hot,106000,5,6,60,80.0,92.8578,137.69
2,Office,4,West North Central,3,Mixed mild,400000,18,2,55,95.0,67.7021,14.9
2,Office,5,South Atlantic,5,Hot or very hot,130000,7,6,55,80.0,65.6932,14.9
15,Food service,8,Mountain,1,Cold or very cold,3200,1,9,115,,410.2322,562.43
14,Education,5,South Atlantic,4,Warm,104000,1,8,50,,53.8788,288.37
2,Office,5,South Atlantic,5,Hot or very hot,110000,3,8,50,80.0,39.2559,117.32
2,Office,5,South Atlantic,3,Mixed mild,330000,18,6,60,91.0,73.3102,14.9
2,Office,9,Pacific,4,Warm,1000000,12,4,60,100.0,40.5367,15.06
2,Office,5,South Atlantic,3,Mixed mild,205000,12,6,60,62.0,84.6169,58.26
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,460000,12,3,168,,289.7531,9.17
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,180000,5,9,168,,96.1628,50.09
13,Public assembly,9,Pacific,2,Cool,48000,3,6,40,,35.5584,246.59
13,Public assembly,5,South Atlantic,4,Warm,6000,2,5,69,,39.4582,2990.63
14,Education,2,Middle Atlantic,2,Cool,168000,2,7,45,,82.534,44.64
2,Office,5,South Atlantic,3,Mixed mild,150000,7,6,55,95.0,111.812,21.42
91,Other,8,Mountain,2,Cool,144000,12,2,50,,581.4567,137.69
14,Education,9,Pacific,4,Warm,52000,1,4,60,,88.4881,495.15
23,Strip shopping center,8,Mountain,5,Hot or very hot,102000,1,8,75,97.0,141.6224,175.02
91,Other,3,East North Central,3,Mixed mild,5000,1,6,24,,66.922,1531.55
91,Other,5,South Atlantic,4,Warm,1000000,4,5,168,,94.3401,62.07
13,Public assembly,7,West South Central,4,Warm,43000,1,9,107,,70.0485,591.56
13,Public assembly,9,Pacific,2,Cool,25000,3,7,77,,137.5265,31.97
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,440000,1,4,16,,18.9373,28.53
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,290000,2,8,55,,19.0701,31.35
14,Education,1,New England,2,Cool,80000,2,6,50,,42.4616,97.52
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,320000,1,8,80,,68.212,15.06
23,Strip shopping center,7,West South Central,5,Hot or very hot,50001,1,8,55,63.0,85.7026,841.34
2,Office,2,Middle Atlantic,2,Cool,134000,3,3,60,100.0,71.0281,117.32
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,200000,1,5,84,,38.3728,14.9
8,Outpatient health care,9,Pacific,3,Mixed mild,365000,12,8,112,100.0,120.2007,17.76
5,Nonrefrigerated warehouse,9,Pacific,5,Hot or very hot,17250,1,8,168,,50.5725,3554.88
14,Education,3,East North Central,2,Cool,350000,5,2,75,,76.2997,51.34
18,Lodging,2,Middle Atlantic,3,Mixed mild,122000,5,6,168,,74.0314,332.94
25,Retail other than mall,5,South Atlantic,4,Warm,205000,1,8,168,,104.0363,25.2
2,Office,9,Pacific,7,Withheld for confidentiality,2100000,18,4,66,97.0,55.0456,15.06
2,Office,5,South Atlantic,5,Hot or very hot,5600,1,6,40,80.0,35.5021,14.9
23,Strip shopping center,5,South Atlantic,3,Mixed mild,310000,1,8,55,52.0,129.5296,175.02
15,Food service,8,Mountain,4,Warm,1600,1,5,55,,163.405,1195.14
15,Food service,8,Mountain,5,Hot or very hot,6800,1,6,168,,113.9229,8.62
23,Strip shopping center,9,Pacific,4,Warm,154000,1,8,75,100.0,119.0375,175.02
25,Retail other than mall,8,Mountain,3,Mixed mild,205000,1,7,126,,96.8581,14.67
13,Public assembly,3,East North Central,3,Mixed mild,15000,2,8,20,,95.1532,935.99
8,Outpatient health care,2,Middle Atlantic,2,Cool,95000,3,4,168,100.0,198.1528,8.76
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,102000,7,8,98,,98.0389,97.52
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,25001,2,4,60,,61.8496,797.99
26,Service,5,South Atlantic,4,Warm,3950,1,8,40,,16.8653,2990.63
12,Religious worship,6,East South Central,4,Warm,11500,2,3,8,,21.997,1386.54
26,Service,3,East North Central,1,Cold or very cold,2200,1,9,168,,101.1264,3075.23
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,500001,2,4,168,,128.8387,66.26
2,Office,9,Pacific,4,Warm,235000,8,9,85,70.0,79.1356,59.79
26,Service,8,Mountain,2,Cool,11000,2,5,60,,77.6924,8544.65
7,Public order and safety,6,East South Central,7,Withheld for confidentiality,140000,12,6,45,,73.517,240.4
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,200000,1,7,65,,6.7656,14.9
8,Outpatient health care,3,East North Central,2,Cool,61000,1,9,68,100.0,145.0416,349.71
2,Office,5,South Atlantic,4,Warm,600000,18,7,50,90.0,57.553,14.9
25,Retail other than mall,1,New England,2,Cool,2400,2,2,47,,45.5967,2934.43
5,Nonrefrigerated warehouse,8,Mountain,2,Cool,120000,1,2,0,,30.1021,107.76
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,144000,12,6,168,,78.5344,8.84
14,Education,2,Middle Atlantic,3,Mixed mild,55000,4,2,40,,58.0591,99.04
2,Office,5,South Atlantic,4,Warm,36000,2,2,60,90.0,54.2751,589.53
25,Retail other than mall,3,East North Central,3,Mixed mild,98000,1,6,55,,59.221,555.87
2,Office,5,South Atlantic,3,Mixed mild,174000,4,2,55,85.0,55.3398,14.9
26,Service,8,Mountain,1,Cold or very cold,4200,1,3,59,,58.909,2577.06
14,Education,9,Pacific,4,Warm,100000,3,8,68,,41.8718,9.11
12,Religious worship,6,East South Central,3,Mixed mild,30000,3,3,30,,20.4875,580.45
25,Retail other than mall,8,Mountain,4,Warm,31500,1,5,94,,45.3483,279.06
12,Religious worship,5,South Atlantic,4,Warm,23000,2,4,8,,39.8429,1408.23
14,Education,3,East North Central,2,Cool,410000,2,7,84,,58.7439,13.91
18,Lodging,1,New England,7,Withheld for confidentiality,164000,3,6,168,,101.95,14.73
12,Religious worship,7,West South Central,5,Hot or very hot,2700,1,5,8,,25.7048,2990.63
14,Education,3,East North Central,2,Cool,43500,3,2,60,,68.1168,300.25
14,Education,3,East North Central,2,Cool,126000,2,8,45,,37.9752,97.52
25,Retail other than mall,6,East South Central,3,Mixed mild,200001,1,7,168,,93.8812,14.67
12,Religious worship,9,Pacific,1,Cold or very cold,49500,3,4,24,,30.7733,1531.55
14,Education,4,West North Central,2,Cool,62000,3,3,50,,28.4114,1436.84
14,Education,1,New England,1,Cold or very cold,150000,2,8,80,,47.4147,44.12
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,66000,1,5,54,,19.807,97.78
2,Office,3,East North Central,2,Cool,200000,3,6,45,80.0,72.1661,49.37
26,Service,7,West South Central,4,Warm,3850,1,8,72,,411.1094,1218.03
11,Refrigerated warehouse,2,Middle Atlantic,3,Mixed mild,300000,2,9,137,,91.1885,48.85
6,Food sales,4,West North Central,2,Cool,2500,1,7,118,,265.2768,1218.03
15,Food service,6,East South Central,4,Warm,6400,1,6,110,,547.8255,1218.03
18,Lodging,9,Pacific,4,Warm,42000,2,6,168,,66.8894,306.64
26,Service,6,East South Central,4,Warm,160000,1,6,40,,66.078,245.01
2,Office,2,Middle Atlantic,2,Cool,12250,4,2,45,25.0,57.3669,1484.29
5,Nonrefrigerated warehouse,5,South Atlantic,5,Hot or very hot,80000,3,8,52,,7.4216,14.9
2,Office,5,South Atlantic,4,Warm,14000,2,6,40,100.0,45.21,534.51
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,114000,2,9,54,,47.0961,117.32
13,Public assembly,5,South Atlantic,5,Hot or very hot,20000,1,7,112,,144.19,429.63
14,Education,4,West North Central,1,Cold or very cold,30000,1,5,60,,67.5001,11.33
15,Food service,7,West South Central,5,Hot or very hot,1500,1,6,168,,458.1587,1218.03
2,Office,5,South Atlantic,4,Warm,420000,8,8,50,100.0,22.2506,9.01
2,Office,9,Pacific,3,Mixed mild,290000,6,2,74,90.0,128.0311,9.11
14,Education,3,East North Central,2,Cool,205000,2,4,50,,100.6986,9.11
2,Office,2,Middle Atlantic,2,Cool,23500,3,2,40,100.0,148.7778,1421.48
2,Office,3,East North Central,3,Mixed mild,2000,1,5,40,100.0,40.0685,2934.43
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,310000,1,4,12,,12.7143,15.06
5,Nonrefrigerated warehouse,3,East North Central,3,Mixed mild,15000,1,7,40,,18.2187,1906.18
14,Education,7,West South Central,3,Mixed mild,150000,1,7,40,,37.7609,57.95
13,Public assembly,4,West North Central,1,Cold or very cold,260000,8,7,56,,152.5207,10.63
91,Other,4,West North Central,2,Cool,38500,2,7,9,,31.0349,3420.76
15,Food service,5,South Atlantic,3,Mixed mild,4000,2,8,17,,190.4165,2990.63
25,Retail other than mall,1,New England,1,Cold or very cold,19000,3,3,44,,44.3624,3356.48
25,Retail other than mall,7,West South Central,3,Mixed mild,220000,1,7,168,,108.3613,14.9
14,Education,3,East North Central,3,Mixed mild,126000,2,5,80,,45.7026,103.22
15,Food service,5,South Atlantic,3,Mixed mild,7000,2,6,140,,1376.0076,690.18
26,Service,7,West South Central,5,Hot or very hot,2400,2,5,45,,41.8275,2934.43
14,Education,6,East South Central,4,Warm,53000,1,3,45,,49.0196,504.63
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,255000,1,7,16,,16.7177,31.68
25,Retail other than mall,7,West South Central,5,Hot or very hot,150000,3,9,84,,108.1255,117.32
13,Public assembly,9,Pacific,3,Mixed mild,60000,2,5,90,,34.762,611.8
